Date,Precipitation
19510101,0
19510102,0
19510103,0
19510104,0
19510105,0
19510106,0
19510107,0
19510108,0
19510109,0
19510110,0
19510111,0
19510112,0
19510113,0
19510114,0
19510115,0
19510116,0
19510117,0
19510118,0
19510119,0
19510120,0
19510121,0
19510122,0
19510123,0
19510124,0
19510125,0
19510126,0
19510127,0
19510128,0
19510129,0
19510130,0
19510131,0
19510201,0
19510202,0
19510203,0
19510204,0
19510205,0
19510206,0
19510207,0
19510208,0
19510209,0
19510210,0
19510211,0
19510212,0
19510213,0
19510214,0
19510215,0
19510216,1
19510217,0
19510218,0
19510219,0
19510220,0
19510221,24
19510222,38
19510223,0
19510224,0
19510225,0
19510226,0
19510227,0
19510228,48
19510301,26
19510302,0
19510303,0
19510304,0
19510305,0
19510306,0
19510307,3
19510308,0
19510309,0
19510310,1
19510311,12
19510312,0
19510313,0
19510314,18
19510315,0
19510316,0
19510317,0
19510318,16
19510319,0
19510320,0
19510321,0
19510322,0
19510323,0
19510324,0
19510325,0
19510326,0
19510327,0
19510328,79
19510329,18
19510330,0
19510331,0
19510401,1
19510402,0
19510403,0
19510404,0
19510405,0
19510406,0
19510407,5
19510408,0
19510409,0
19510410,0
19510411,41
19510412,8
19510413,0
19510414,0
19510415,0
19510416,48
19510417,0
19510418,8
19510419,0
19510420,10
19510421,86
19510422,23
19510423,2
19510424,7
19510425,0
19510426,0
19510427,17
19510428,0
19510429,1
19510430,2
19510501,0
19510502,0
19510503,0
19510504,0
19510505,0
19510506,0
19510507,0
19510508,0
19510509,0
19510510,0
19510511,0
19510512,17
19510513,0
19510514,0
19510515,0
19510516,184
19510517,76
19510518,22
19510519,4
19510520,0
19510521,0
19510522,0
19510523,12
19510524,15
19510525,12
19510526,0
19510527,0
19510528,0
19510529,0
19510530,42
19510531,160
19510601,0
19510602,113
19510603,66
19510604,193
19510605,97
19510606,143
19510607,2
19510608,159
19510609,86
19510610,12
19510611,0
19510612,0
19510613,54
19510614,84
19510615,46
19510616,0
19510617,56
19510618,0
19510619,9
19510620,9
19510621,33
19510622,32
19510623,1
19510624,1
19510625,0
19510626,0
19510627,0
19510628,40
19510629,94
19510630,24
19510701,0
19510702,0
19510703,0
19510704,105
19510705,10
19510706,24
19510707,0
19510708,169
19510709,0
19510710,159
19510711,3
19510712,0
19510713,0
19510714,0
19510715,0
19510716,3
19510717,64
19510718,0
19510719,0
19510720,156
19510721,1
19510722,46
19510723,2
19510724,272
19510725,145
19510726,5
19510727,73
19510728,0
19510729,0
19510730,0
19510731,3
19510801,21
19510802,14
19510803,90
19510804,0
19510805,0
19510806,0
19510807,124
19510808,130
19510809,7
19510810,0
19510811,0
19510812,0
19510813,0
19510814,54
19510815,1
19510816,100
19510817,0
19510818,0
19510819,0
19510820,0
19510821,1
19510822,43
19510823,72
19510824,817
19510825,0
19510826,0
19510827,0
19510828,0
19510829,0
19510830,0
19510831,48
19510901,2
19510902,0
19510903,0
19510904,119
19510905,39
19510906,0
19510907,12
19510908,25
19510909,93
19510910,0
19510911,27
19510912,218
19510913,24
19510914,0
19510915,52
19510916,8
19510917,0
19510918,55
19510919,205
19510920,0
19510921,0
19510922,2
19510923,0
19510924,0
19510925,67
19510926,85
19510927,0
19510928,0
19510929,40
19510930,111
19511001,2
19511002,39
19511003,18
19511004,20
19511005,2
19511006,1
19511007,2
19511008,5
19511009,13
19511010,0
19511011,0
19511012,0
19511013,0
19511014,0
19511015,37
19511016,63
19511017,0
19511018,56
19511019,25
19511020,0
19511021,1
19511022,0
19511023,0
19511024,41
19511025,0
19511026,0
19511027,0
19511028,0
19511029,0
19511030,0
19511031,0
19511101,0
19511102,0
19511103,0
19511104,0
19511105,0
19511106,0
19511107,0
19511108,0
19511109,0
19511110,0
19511111,0
19511112,1
19511113,0
19511114,1
19511115,0
19511116,0
19511117,0
19511118,0
19511119,0
19511120,0
19511121,2
19511122,2
19511123,0
19511124,0
19511125,0
19511126,0
19511127,0
19511128,6
19511129,1
19511130,0
19511201,0
19511202,0
19511203,0
19511204,0
19511205,0
19511206,0
19511207,0
19511208,0
19511209,0
19511210,8
19511211,1
19511212,0
19511213,0
19511214,0
19511215,0
19511216,0
19511217,0
19511218,0
19511219,0
19511220,0
19511221,0
19511222,0
19511223,0
19511224,0
19511225,0
19511226,0
19511227,0
19511228,0
19511229,0
19511230,0
19511231,1
19520101,0
19520102,0
19520103,0
19520104,1
19520105,0
19520106,0
19520107,0
19520108,0
19520109,0
19520110,0
19520111,0
19520112,0
19520113,0
19520114,0
19520115,0
19520116,0
19520117,0
19520118,0
19520119,0
19520120,0
19520121,0
19520122,0
19520123,0
19520124,0
19520125,0
19520126,0
19520127,2
19520128,0
19520129,0
19520130,0
19520131,0
19520201,4
19520202,0
19520203,0
19520204,0
19520205,0
19520206,0
19520207,0
19520208,0
19520209,0
19520210,0
19520211,0
19520212,0
19520213,0
19520214,0
19520215,0
19520216,0
19520217,0
19520218,0
19520219,0
19520220,0
19520221,0
19520222,0
19520223,0
19520224,0
19520225,0
19520226,0
19520227,8
19520228,0
19520229,0
19520301,0
19520302,0
19520303,0
19520304,0
19520305,0
19520306,0
19520307,0
19520308,15
19520309,8
19520310,0
19520311,0
19520312,0
19520313,0
19520314,0
19520315,0
19520316,0
19520317,0
19520318,12
19520319,14
19520320,0
19520321,0
19520322,0
19520323,26
19520324,60
19520325,0
19520326,0
19520327,0
19520328,0
19520329,59
19520330,0
19520331,0
19520401,0
19520402,0
19520403,0
19520404,0
19520405,0
19520406,0
19520407,0
19520408,0
19520409,0
19520410,0
19520411,1
19520412,0
19520413,0
19520414,0
19520415,65
19520416,2
19520417,102
19520418,0
19520419,28
19520420,8
19520421,6
19520422,0
19520423,0
19520424,0
19520425,0
19520426,0
19520427,0
19520428,86
19520429,0
19520430,32
19520501,1
19520502,3
19520503,7
19520504,0
19520505,0
19520506,0
19520507,0
19520508,0
19520509,0
19520510,0
19520511,0
19520512,0
19520513,0
19520514,0
19520515,0
